campaign_product_id,product_name,subscription_plan
38167,10 TOKEN PACK,lite
38168,20 TOKEN PACK,lite
38169,30 TOKEN PACK,lite
38170,40 TOKEN PACK,lite
38171,50 TOKEN PACK,lite
38172,60 TOKEN PACK,lite
38173,70 TOKEN PACK,lite
38174,80 TOKEN PACK,lite
38175,90 TOKEN PACK,lite
38176,100 TOKEN PACK,lite
38177,110 TOKEN PACK,lite
38178,120 TOKEN PACK,lite
38179,130 TOKEN PACK,lite
38180,140 TOKEN PACK,lite
38181,150 TOKEN PACK,lite
38182,160 TOKEN PACK,lite
38183,170 TOKEN PACK,lite
38184,180 TOKEN PACK,lite
38185,190 TOKEN PACK,lite
38186,200 TOKEN PACK,lite
38187,210 TOKEN PACK,lite
38188,220 TOKEN PACK,lite
38189,230 TOKEN PACK,lite
38190,240 TOKEN PACK,lite
38191,250 TOKEN PACK,lite
38192,260 TOKEN PACK,lite
38193,270 TOKEN PACK,lite
38194,280 TOKEN PACK,lite
38195,290 TOKEN PACK,lite
38196,300 TOKEN PACK,lite
38197,310 TOKEN PACK,lite
38198,320 TOKEN PACK,lite
38199,330 TOKEN PACK,lite
38200,340 TOKEN PACK,lite
38201,350 TOKEN PACK,lite
38202,360 TOKEN PACK,lite
38203,370 TOKEN PACK,lite
38204,380 TOKEN PACK,lite
38205,390 TOKEN PACK,lite
38206,400 TOKEN PACK,lite
38207,410 TOKEN PACK,lite
38208,420 TOKEN PACK,lite
38209,430 TOKEN PACK,lite
38210,440 TOKEN PACK,lite
38211,450 TOKEN PACK,lite
38212,460 TOKEN PACK,lite
38213,470 TOKEN PACK,lite
38214,480 TOKEN PACK,lite
38215,490 TOKEN PACK,lite
38216,500 TOKEN PACK,lite
38217,10 TOKEN PACK,pro
38218,20 TOKEN PACK,pro
38219,30 TOKEN PACK,pro
38220,40 TOKEN PACK,pro
38221,50 TOKEN PACK,pro
38222,60 TOKEN PACK,pro
38223,70 TOKEN PACK,pro
38224,80 TOKEN PACK,pro
38225,90 TOKEN PACK,pro
38226,100 TOKEN PACK,pro
38227,110 TOKEN PACK,pro
38228,120 TOKEN PACK,pro
38229,130 TOKEN PACK,pro
38230,140 TOKEN PACK,pro
38231,150 TOKEN PACK,pro
38232,160 TOKEN PACK,pro
38233,170 TOKEN PACK,pro
38234,180 TOKEN PACK,pro
38235,190 TOKEN PACK,pro
38236,200 TOKEN PACK,pro
38237,210 TOKEN PACK,pro
38238,220 TOKEN PACK,pro
38239,230 TOKEN PACK,pro
38240,240 TOKEN PACK,pro
38241,250 TOKEN PACK,pro
38242,260 TOKEN PACK,pro
38243,270 TOKEN PACK,pro
38244,280 TOKEN PACK,pro
38245,290 TOKEN PACK,pro
