campaign_product_id,product_name,subscription_plan
37167,10 TOKEN PACK,lite
37168,20 TOKEN PACK,lite
37169,30 TOKEN PACK,lite
37170,40 TOKEN PACK,lite
37171,50 TOKEN PACK,lite
37172,60 TOKEN PACK,lite
37173,70 TOKEN PACK,lite
37174,80 TOKEN PACK,lite
37175,90 TOKEN PACK,lite
37176,100 TOKEN PACK,lite
37177,110 TOKEN PACK,lite
37178,120 TOKEN PACK,lite
37179,130 TOKEN PACK,lite
37180,140 TOKEN PACK,lite
37181,150 TOKEN PACK,lite
37182,160 TOKEN PACK,lite
37183,170 TOKEN PACK,lite
37184,180 TOKEN PACK,lite
37185,190 TOKEN PACK,lite
37186,200 TOKEN PACK,lite
37187,210 TOKEN PACK,lite
37188,220 TOKEN PACK,lite
37189,230 TOKEN PACK,lite
37190,240 TOKEN PACK,lite
37191,250 TOKEN PACK,lite
37192,260 TOKEN PACK,lite
37193,270 TOKEN PACK,lite
37194,280 TOKEN PACK,lite
37195,290 TOKEN PACK,lite
37196,300 TOKEN PACK,lite
37197,310 TOKEN PACK,lite
37198,320 TOKEN PACK,lite
37199,330 TOKEN PACK,lite
37200,340 TOKEN PACK,lite
37201,350 TOKEN PACK,lite
37202,360 TOKEN PACK,lite
37203,370 TOKEN PACK,lite
37204,380 TOKEN PACK,lite
37205,390 TOKEN PACK,lite
37206,400 TOKEN PACK,lite
37207,410 TOKEN PACK,lite
37208,420 TOKEN PACK,lite
37209,430 TOKEN PACK,lite
37210,440 TOKEN PACK,lite
37211,450 TOKEN PACK,lite
37212,460 TOKEN PACK,lite
37213,470 TOKEN PACK,lite
37214,480 TOKEN PACK,lite
37215,490 TOKEN PACK,lite
37216,500 TOKEN PACK,lite
37217,10 TOKEN PACK,pro
37218,20 TOKEN PACK,pro
37219,30 TOKEN PACK,pro
37220,40 TOKEN PACK,pro
37221,50 TOKEN PACK,pro
37222,60 TOKEN PACK,pro
37223,70 TOKEN PACK,pro
37224,80 TOKEN PACK,pro
37225,90 TOKEN PACK,pro
37226,100 TOKEN PACK,pro
37227,110 TOKEN PACK,pro
37228,120 TOKEN PACK,pro
37229,130 TOKEN PACK,pro
37230,140 TOKEN PACK,pro
37231,150 TOKEN PACK,pro
37232,160 TOKEN PACK,pro
37233,170 TOKEN PACK,pro
37234,180 TOKEN PACK,pro
37235,190 TOKEN PACK,pro
37236,200 TOKEN PACK,pro
37237,210 TOKEN PACK,pro
37238,220 TOKEN PACK,pro
37239,230 TOKEN PACK,pro
37240,240 TOKEN PACK,pro
37241,250 TOKEN PACK,pro
37242,260 TOKEN PACK,pro
37243,270 TOKEN PACK,pro
37244,280 TOKEN PACK,pro
37245,290 TOKEN PACK,pro
37246,300 TOKEN PACK,pro
37247,310 TOKEN PACK,pro
37248,320 TOKEN PACK,pro
37249,330 TOKEN PACK,pro
37250,340 TOKEN PACK,pro
37251,350 TOKEN PACK,pro
37252,360 TOKEN PACK,pro
37253,370 TOKEN PACK,pro
37254,380 TOKEN PACK,pro
37255,390 TOKEN PACK,pro
37256,400 TOKEN PACK,pro
37257,410 TOKEN PACK,pro
37258,420 TOKEN PACK,pro
37259,430 TOKEN PACK,pro
37260,440 TOKEN PACK,pro
37261,450 TOKEN PACK,pro
37262,460 TOKEN PACK,pro
37263,470 TOKEN PACK,pro
37264,480 TOKEN PACK,pro
37265,490 TOKEN PACK,pro
37266,500 TOKEN PACK,pro
