campaign_product_id,product_name,subscription_plan
37419,30 TOKEN PACK,lite
37420,40 TOKEN PACK,lite
37421,50 TOKEN PACK,lite
37422,60 TOKEN PACK,lite
37423,70 TOKEN PACK,lite
37424,80 TOKEN PACK,lite
37425,90 TOKEN PACK,lite
37426,100 TOKEN PACK,lite
37427,110 TOKEN PACK,lite
37428,120 TOKEN PACK,lite
37429,130 TOKEN PACK,lite
37430,140 TOKEN PACK,lite
37431,150 TOKEN PACK,lite
37432,160 TOKEN PACK,lite
37433,170 TOKEN PACK,lite
37434,180 TOKEN PACK,lite
37435,190 TOKEN PACK,lite
37436,200 TOKEN PACK,lite
37437,210 TOKEN PACK,lite
37438,220 TOKEN PACK,lite
37439,230 TOKEN PACK,lite
37440,240 TOKEN PACK,lite
37441,250 TOKEN PACK,lite
37442,260 TOKEN PACK,lite
37443,270 TOKEN PACK,lite
37444,280 TOKEN PACK,lite
37445,290 TOKEN PACK,lite
37446,300 TOKEN PACK,lite
37447,310 TOKEN PACK,lite
37448,320 TOKEN PACK,lite
37449,330 TOKEN PACK,lite
37450,340 TOKEN PACK,lite
37451,350 TOKEN PACK,lite
37452,360 TOKEN PACK,lite
37453,370 TOKEN PACK,lite
37454,380 TOKEN PACK,lite
37455,390 TOKEN PACK,lite
37456,400 TOKEN PACK,lite
37457,410 TOKEN PACK,lite
37458,420 TOKEN PACK,lite
37459,430 TOKEN PACK,lite
37460,440 TOKEN PACK,lite
37461,450 TOKEN PACK,lite
37462,460 TOKEN PACK,lite
37463,470 TOKEN PACK,lite
37464,480 TOKEN PACK,lite
37465,490 TOKEN PACK,lite
37466,500 TOKEN PACK,lite
37467,10 TOKEN PACK,pro
37468,20 TOKEN PACK,pro
37469,30 TOKEN PACK,pro
37470,40 TOKEN PACK,pro
37471,50 TOKEN PACK,pro
37472,60 TOKEN PACK,pro
37473,70 TOKEN PACK,pro
37474,80 TOKEN PACK,pro
37475,90 TOKEN PACK,pro
37476,100 TOKEN PACK,pro
37477,110 TOKEN PACK,pro
37478,120 TOKEN PACK,pro
37479,130 TOKEN PACK,pro
37480,140 TOKEN PACK,pro
37481,150 TOKEN PACK,pro
37482,160 TOKEN PACK,pro
37483,170 TOKEN PACK,pro
37484,180 TOKEN PACK,pro
37485,190 TOKEN PACK,pro
37486,200 TOKEN PACK,pro
37487,210 TOKEN PACK,pro
37488,220 TOKEN PACK,pro
37489,230 TOKEN PACK,pro
37490,240 TOKEN PACK,pro
37491,250 TOKEN PACK,pro
37492,260 TOKEN PACK,pro
37493,270 TOKEN PACK,pro
37494,280 TOKEN PACK,pro
37495,290 TOKEN PACK,pro
37496,300 TOKEN PACK,pro
37497,310 TOKEN PACK,pro
37498,320 TOKEN PACK,pro
37499,330 TOKEN PACK,pro
37500,340 TOKEN PACK,pro
37501,350 TOKEN PACK,pro
37502,360 TOKEN PACK,pro
37503,370 TOKEN PACK,pro
37504,380 TOKEN PACK,pro
37505,390 TOKEN PACK,pro
37506,400 TOKEN PACK,pro
37507,410 TOKEN PACK,pro
37508,420 TOKEN PACK,pro
37509,430 TOKEN PACK,pro
37510,440 TOKEN PACK,pro
37511,450 TOKEN PACK,pro
37512,460 TOKEN PACK,pro
37513,470 TOKEN PACK,pro
37514,480 TOKEN PACK,pro
37515,490 TOKEN PACK,pro
37516,500 TOKEN PACK,pro
