campaign_product_id,product_name,subscription_plan
37666,500 TOKEN PACK,à la carte
37667,10 TOKEN PACK,lite
37668,20 TOKEN PACK,lite
37669,30 TOKEN PACK,lite
37670,40 TOKEN PACK,lite
37671,50 TOKEN PACK,lite
37672,60 TOKEN PACK,lite
37673,70 TOKEN PACK,lite
37674,80 TOKEN PACK,lite
37675,90 TOKEN PACK,lite
37676,100 TOKEN PACK,lite
37677,110 TOKEN PACK,lite
37678,120 TOKEN PACK,lite
37679,130 TOKEN PACK,lite
37680,140 TOKEN PACK,lite
37681,150 TOKEN PACK,lite
37682,160 TOKEN PACK,lite
37683,170 TOKEN PACK,lite
37684,180 TOKEN PACK,lite
37685,190 TOKEN PACK,lite
37686,200 TOKEN PACK,lite
37687,210 TOKEN PACK,lite
37688,220 TOKEN PACK,lite
37689,230 TOKEN PACK,lite
37690,240 TOKEN PACK,lite
37691,250 TOKEN PACK,lite
37692,260 TOKEN PACK,lite
37693,270 TOKEN PACK,lite
37694,280 TOKEN PACK,lite
37695,290 TOKEN PACK,lite
37696,300 TOKEN PACK,lite
37697,310 TOKEN PACK,lite
37698,320 TOKEN PACK,lite
37699,330 TOKEN PACK,lite
37700,340 TOKEN PACK,lite
37701,350 TOKEN PACK,lite
37702,360 TOKEN PACK,lite
37703,370 TOKEN PACK,lite
37704,380 TOKEN PACK,lite
37705,390 TOKEN PACK,lite
37706,400 TOKEN PACK,lite
37707,410 TOKEN PACK,lite
37708,420 TOKEN PACK,lite
37709,430 TOKEN PACK,lite
37710,440 TOKEN PACK,lite
37711,450 TOKEN PACK,lite
37712,460 TOKEN PACK,lite
37713,470 TOKEN PACK,lite
37714,480 TOKEN PACK,lite
37715,490 TOKEN PACK,lite
37716,500 TOKEN PACK,lite
37717,10 TOKEN PACK,pro
37718,20 TOKEN PACK,pro
37719,30 TOKEN PACK,pro
37720,40 TOKEN PACK,pro
37721,50 TOKEN PACK,pro
37722,60 TOKEN PACK,pro
37723,70 TOKEN PACK,pro
37724,80 TOKEN PACK,pro
37725,90 TOKEN PACK,pro
37726,100 TOKEN PACK,pro
37727,110 TOKEN PACK,pro
37728,120 TOKEN PACK,pro
37729,130 TOKEN PACK,pro
37730,140 TOKEN PACK,pro
37731,150 TOKEN PACK,pro
37732,160 TOKEN PACK,pro
37733,170 TOKEN PACK,pro
37734,180 TOKEN PACK,pro
37735,190 TOKEN PACK,pro
37736,200 TOKEN PACK,pro
37737,210 TOKEN PACK,pro
37738,220 TOKEN PACK,pro
37739,230 TOKEN PACK,pro
37740,240 TOKEN PACK,pro
37741,250 TOKEN PACK,pro
37742,260 TOKEN PACK,pro
37743,270 TOKEN PACK,pro
37744,280 TOKEN PACK,pro
37745,290 TOKEN PACK,pro
37746,300 TOKEN PACK,pro
37747,310 TOKEN PACK,pro
37748,320 TOKEN PACK,pro
37749,330 TOKEN PACK,pro
37750,340 TOKEN PACK,pro
37751,350 TOKEN PACK,pro
37752,360 TOKEN PACK,pro
37753,370 TOKEN PACK,pro
37754,380 TOKEN PACK,pro
37755,390 TOKEN PACK,pro
37756,400 TOKEN PACK,pro
37757,410 TOKEN PACK,pro
37758,420 TOKEN PACK,pro
37759,430 TOKEN PACK,pro
37760,440 TOKEN PACK,pro
37761,450 TOKEN PACK,pro
37762,460 TOKEN PACK,pro
37763,470 TOKEN PACK,pro
37764,480 TOKEN PACK,pro
37765,490 TOKEN PACK,pro
37766,500 TOKEN PACK,pro
